year,company,provider,e_score,s_score,g_score
2008,MOL Group,Arabesque,0.68,0.56,0.54
2009,MOL Group,Arabesque,0.57,0.71,0.71
2010,MOL Group,Arabesque,0.7,0.7,0.57
2011,MOL Group,Arabesque,0.52,0.56,0.68
2012,MOL Group,Arabesque,0.7,0.64,0.58
2013,MOL Group,Arabesque,0.55,0.53,0.6
2014,MOL Group,Arabesque,0.56,0.54,0.54
2015,MOL Group,Arabesque,0.55,0.64,0.69
2016,MOL Group,Arabesque,0.68,0.57,0.53
2017,MOL Group,Arabesque,0.7,0.69,0.68
2018,MOL Group,Arabesque,0.59,0.6,0.64
2019,MOL Group,Arabesque,0.71,0.71,0.63
2020,MOL Group,Arabesque,0.63,0.68,0.57
2000,Petrofac,Provider,0.55,0.49,0.47
2001,Petrofac,Provider,0.48,0.51,0.52
2002,Petrofac,Provider,0.45,0.57,0.62
2003,Petrofac,Provider,0.45,0.45,0.58
2004,Petrofac,Provider,0.59,0.51,0.51
2005,Petrofac,Provider,0.55,0.58,0.49
2006,Petrofac,Provider,0.58,0.53,0.56
2007,Petrofac,Provider,0.46,0.55,0.51
2008,Petrofac,Provider,0.57,0.47,0.51
2009,Petrofac,Provider,0.57,0.46,0.55
2010,Petrofac,Provider,0.59,0.6,0.56
2011,Petrofac,Provider,0.44,0.53,0.54
2012,Petrofac,Provider,0.44,0.54,0.49
2013,Petrofac,Provider,0.59,0.62,0.47
2014,Petrofac,Provider,0.58,0.55,0.57
2015,Petrofac,Provider,0.55,0.57,0.54
2016,Petrofac,Provider,0.43,0.51,0.5
2017,Petrofac,Provider,0.53,0.62,0.53
2018,Petrofac,Provider,0.43,0.59,0.45
2019,Petrofac,Provider,0.58,0.6,0.62
2020,Petrofac,Provider,0.61,0.61,0.6
2000,Petrofac,MSCI,0.46,0.51,0.44
2001,Petrofac,MSCI,0.56,0.58,0.44
2002,Petrofac,MSCI,0.46,0.54,0.58
2003,Petrofac,MSCI,0.41,0.54,0.49
2004,Petrofac,MSCI,0.45,0.56,0.48
2005,Petrofac,MSCI,0.47,0.53,0.56
2006,Petrofac,MSCI,0.48,0.49,0.47
2007,Petrofac,MSCI,0.43,0.44,0.58
2008,Petrofac,MSCI,0.54,0.44,0.39
2009,Petrofac,MSCI,0.52,0.57,0.58
2010,Petrofac,MSCI,0.46,0.55,0.43
2011,Petrofac,MSCI,0.47,0.38,0.47
2012,Petrofac,MSCI,0.42,0.54,0.46
2013,Petrofac,MSCI,0.58,0.53,0.38
2014,Petrofac,MSCI,0.38,0.48,0.5
2015,Petrofac,MSCI,0.41,0.5,0.48
2016,Petrofac,MSCI,0.5,0.49,0.48
2017,Petrofac,MSCI,0.44,0.49,0.53
2018,Petrofac,MSCI,0.5,0.41,0.46
2019,Petrofac,MSCI,0.46,0.5,0.38
2020,Petrofac,MSCI,0.38,0.5,0.38
2000,Petrofac,Sustainalytics,0.39,0.39,0.3
2001,Petrofac,Sustainalytics,0.47,0.4,0.49
2002,Petrofac,Sustainalytics,0.36,0.48,0.29
2003,Petrofac,Sustainalytics,0.44,0.38,0.41
2004,Petrofac,Sustainalytics,0.34,0.33,0.47
2005,Petrofac,Sustainalytics,0.36,0.49,0.42
2006,Petrofac,Sustainalytics,0.4,0.35,0.36
2007,Petrofac,Sustainalytics,0.35,0.29,0.49
2008,Petrofac,Sustainalytics,0.41,0.31,0.48
2009,Petrofac,Sustainalytics,0.45,0.29,0.44
2010,Petrofac,Sustainalytics,0.47,0.33,0.37
2011,Petrofac,Sustainalytics,0.38,0.36,0.34
2012,Petrofac,Sustainalytics,0.33,0.47,0.4
2013,Petrofac,Sustainalytics,0.44,0.43,0.33
2014,Petrofac,Sustainalytics,0.42,0.48,0.33
2015,Petrofac,Sustainalytics,0.48,0.41,0.34
2016,Petrofac,Sustainalytics,0.49,0.44,0.37
2017,Petrofac,Sustainalytics,0.33,0.35,0.39
2018,Petrofac,Sustainalytics,0.38,0.3,0.43
2019,Petrofac,Sustainalytics,0.29,0.31,0.43
2020,Petrofac,Sustainalytics,0.46,0.31,0.38
2000,Petrofac,Bloomberg,0.34,0.46,0.35
2001,Petrofac,Bloomberg,0.43,0.41,0.43
2002,Petrofac,Bloomberg,0.4,0.3,0.36
2003,Petrofac,Bloomberg,0.45,0.28,0.47
2004,Petrofac,Bloomberg,0.33,0.45,0.42
2005,Petrofac,Bloomberg,0.36,0.42,0.31
2006,Petrofac,Bloomberg,0.39,0.38,0.47
2007,Petrofac,Bloomberg,0.32,0.36,0.37
2008,Petrofac,Bloomberg,0.46,0.46,0.37
2009,Petrofac,Bloomberg,0.33,0.27,0.39
2010,Petrofac,Bloomberg,0.42,0.39,0.47
2011,Petrofac,Bloomberg,0.35,0.35,0.35
2012,Petrofac,Bloomberg,0.43,0.28,0.39
2013,Petrofac,Bloomberg,0.33,0.3,0.37
2014,Petrofac,Bloomberg,0.35,0.4,0.38
2015,Petrofac,Bloomberg,0.29,0.33,0.45
2016,Petrofac,Bloomberg,0.34,0.32,0.29
2017,Petrofac,Bloomberg,0.36,0.3,0.47
2018,Petrofac,Bloomberg,0.45,0.35,0.3
2019,Petrofac,Bloomberg,0.45,0.44,0.46
2020,Petrofac,Bloomberg,0.46,0.31,0.43
2000,Petrofac,ISS ESG,0.56,0.6,0.46
2001,Petrofac,ISS ESG,0.49,0.52,0.46
2002,Petrofac,ISS ESG,0.58,0.58,0.52
2003,Petrofac,ISS ESG,0.58,0.44,0.6
2004,Petrofac,ISS ESG,0.51,0.46,0.54
2005,Petrofac,ISS ESG,0.48,0.48,0.59
2006,Petrofac,ISS ESG,0.54,0.56,0.58
2007,Petrofac,ISS ESG,0.53,0.46,0.5
2008,Petrofac,ISS ESG,0.53,0.44,0.48
2009,Petrofac,ISS ESG,0.47,0.43,0.57
2010,Petrofac,ISS ESG,0.61,0.5,0.56
2011,Petrofac,ISS ESG,0.55,0.5,0.56
2012,Petrofac,ISS ESG,0.61,0.55,0.58
2013,Petrofac,ISS ESG,0.46,0.6,0.42
2014,Petrofac,ISS ESG,0.52,0.56,0.52
2015,Petrofac,ISS ESG,0.48,0.45,0.53
2016,Petrofac,ISS ESG,0.44,0.52,0.56
2017,Petrofac,ISS ESG,0.52,0.44,0.48
2018,Petrofac,ISS ESG,0.53,0.52,0.55
2019,Petrofac,ISS ESG,0.43,0.54,0.56
2020,Petrofac,ISS ESG,0.5,0.55,0.47
2000,Petrofac,V.E,0.56,0.52,0.57
2001,Petrofac,V.E,0.5,0.51,0.61
2002,Petrofac,V.E,0.64,0.47,0.5
2003,Petrofac,V.E,0.61,0.66,0.56
2004,Petrofac,V.E,0.66,0.66,0.57
2005,Petrofac,V.E,0.49,0.54,0.55
2006,Petrofac,V.E,0.6,0.62,0.48
2007,Petrofac,V.E,0.65,0.48,0.59
2008,Petrofac,V.E,0.57,0.55,0.66
2009,Petrofac,V.E,0.62,0.61,0.5
2010,Petrofac,V.E,0.47,0.64,0.51
2011,Petrofac,V.E,0.6,0.6,0.55
2012,Petrofac,V.E,0.54,0.47,0.59
2013,Petrofac,V.E,0.49,0.66,0.5
2014,Petrofac,V.E,0.52,0.66,0.58
2015,Petrofac,V.E,0.49,0.47,0.59
2016,Petrofac,V.E,0.63,0.65,0.46
2017,Petrofac,V.E,0.5,0.62,0.61
2018,Petrofac,V.E,0.66,0.5,0.57
2019,Petrofac,V.E,0.47,0.58,0.64
2020,Petrofac,V.E,0.47,0.61,0.58
2000,Petrofac,Refinitiv,0.57,0.57,0.57
2001,Petrofac,Refinitiv,0.43,0.54,0.52
2002,Petrofac,Refinitiv,0.57,0.49,0.6
2003,Petrofac,Refinitiv,0.44,0.6,0.46
2004,Petrofac,Refinitiv,0.58,0.57,0.46
2005,Petrofac,Refinitiv,0.51,0.45,0.49
2006,Petrofac,Refinitiv,0.57,0.57,0.42
2007,Petrofac,Refinitiv,0.51,0.5,0.48
2008,Petrofac,Refinitiv,0.5,0.4,0.51
2009,Petrofac,Refinitiv,0.57,0.6,0.52
2010,Petrofac,Refinitiv,0.54,0.53,0.59
2011,Petrofac,Refinitiv,0.51,0.47,0.48
2012,Petrofac,Refinitiv,0.57,0.45,0.52
2013,Petrofac,Refinitiv,0.55,0.51,0.49
2014,Petrofac,Refinitiv,0.4,0.57,0.43
2015,Petrofac,Refinitiv,0.51,0.45,0.6
2016,Petrofac,Refinitiv,0.47,0.51,0.55
2017,Petrofac,Refinitiv,0.58,0.56,0.47
2018,Petrofac,Refinitiv,0.4,0.53,0.59
2019,Petrofac,Refinitiv,0.5,0.44,0.41
2020,Petrofac,Refinitiv,0.52,0.46,0.6
2000,Petrofac,CDP,0.33,0.35,0.33
2001,Petrofac,CDP,0.42,0.47,0.47
2002,Petrofac,CDP,0.47,0.38,0.32
2003,Petrofac,CDP,0.42,0.4,0.46
2004,Petrofac,CDP,0.41,0.41,0.4
2005,Petrofac,CDP,0.39,0.35,0.32
2006,Petrofac,CDP,0.46,0.46,0.44
2007,Petrofac,CDP,0.49,0.39,0.45
2008,Petrofac,CDP,0.34,0.49,0.4
2009,Petrofac,CDP,0.44,0.37,0.32
2010,Petrofac,CDP,0.44,0.52,0.33
2011,Petrofac,CDP,0.47,0.36,0.36
2012,Petrofac,CDP,0.49,0.35,0.43
2013,Petrofac,CDP,0.43,0.36,0.39
2014,Petrofac,CDP,0.35,0.34,0.35
2015,Petrofac,CDP,0.52,0.4,0.39
2016,Petrofac,CDP,0.32,0.45,0.5
2017,Petrofac,CDP,0.48,0.48,0.33
2018,Petrofac,CDP,0.34,0.37,0.43
2019,Petrofac,CDP,0.51,0.34,0.39
2020,Petrofac,CDP,0.5,0.36,0.52
2000,Petrofac,Arabesque,0.57,0.55,0.5
2001,Petrofac,Arabesque,0.52,0.38,0.4
2002,Petrofac,Arabesque,0.47,0.57,0.52
2003,Petrofac,Arabesque,0.44,0.43,0.51
2004,Petrofac,Arabesque,0.45,0.55,0.45
2005,Petrofac,Arabesque,0.42,0.56,0.57
2006,Petrofac,Arabesque,0.53,0.37,0.43
2007,Petrofac,Arabesque,0.45,0.54,0.56
2008,Petrofac,Arabesque,0.47,0.44,0.56
2009,Petrofac,Arabesque,0.54,0.38,0.45
2010,Petrofac,Arabesque,0.41,0.38,0.37
2011,Petrofac,Arabesque,0.47,0.38,0.47
2012,Petrofac,Arabesque,0.41,0.54,0.56
2013,Petrofac,Arabesque,0.39,0.52,0.53
2014,Petrofac,Arabesque,0.49,0.49,0.52
2015,Petrofac,Arabesque,0.42,0.38,0.56
2016,Petrofac,Arabesque,0.57,0.53,0.45
2017,Petrofac,Arabesque,0.46,0.42,0.54
2018,Petrofac,Arabesque,0.37,0.41,0.38
2019,Petrofac,Arabesque,0.39,0.4,0.53
2020,Petrofac,Arabesque,0.42,0.5,0.47
2000,OMV Group,Provider,0.9,0.73,0.77
2001,OMV Group,Provider,0.8,0.77,0.72
2002,OMV Group,Provider,0.81,0.81,0.72
2003,OMV Group,Provider,0.81,0.8,0.79
2004,OMV Group,Provider,0.74,0.78,0.78
2005,OMV Group,Provider,0.72,0.84,0.88
2006,OMV Group,Provider,0.83,0.77,0.76
2007,OMV Group,Provider,0.84,0.89,0.73
2008,OMV Group,Provider,0.84,0.82,0.81
2009,OMV Group,Provider,0.8,0.79,0.87
2010,OMV Group,Provider,0.74,0.89,0.79
2011,OMV Group,Provider,0.85,0.79,0.78
2012,OMV Group,Provider,0.82,0.78,0.89
2013,OMV Group,Provider,0.75,0.76,0.83
2014,OMV Group,Provider,0.82,0.85,0.77
2015,OMV Group,Provider,0.85,0.89,0.74
2016,OMV Group,Provider,0.77,0.79,0.78
2017,OMV Group,Provider,0.84,0.75,0.71
2018,OMV Group,Provider,0.82,0.71,0.75
2019,OMV Group,Provider,0.79,0.79,0.8
2020,OMV Group,Provider,0.88,0.9,0.82
2000,OMV Group,MSCI,0.89,0.91,0.81
2001,OMV Group,MSCI,0.71,0.87,0.89
2002,OMV Group,MSCI,0.84,0.78,0.74
2003,OMV Group,MSCI,0.71,0.76,0.85
2004,OMV Group,MSCI,0.82,0.83,0.71
2005,OMV Group,MSCI,0.82,0.74,0.84
2006,OMV Group,MSCI,0.79,0.79,0.88
2007,OMV Group,MSCI,0.75,0.84,0.82
2008,OMV Group,MSCI,0.85,0.71,0.88
2009,OMV Group,MSCI,0.84,0.81,0.74
2010,OMV Group,MSCI,0.78,0.91,0.73
2011,OMV Group,MSCI,0.8,0.76,0.77
2012,OMV Group,MSCI,0.78,0.87,0.84
2013,OMV Group,MSCI,0.84,0.73,0.91
2014,OMV Group,MSCI,0.77,0.73,0.8
2015,OMV Group,MSCI,0.89,0.91,0.75
2016,OMV Group,MSCI,0.89,0.74,0.75
2017,OMV Group,MSCI,0.88,0.79,0.75
2018,OMV Group,MSCI,0.86,0.86,0.82
2019,OMV Group,MSCI,0.74,0.8,0.82
2020,OMV Group,MSCI,0.82,0.73,0.87
2000,OMV Group,Sustainalytics,0.75,0.7,0.84
2001,OMV Group,Sustainalytics,0.77,0.72,0.71
2002,OMV Group,Sustainalytics,0.88,0.7,0.79
2003,OMV Group,Sustainalytics,0.83,0.87,0.77
2004,OMV Group,Sustainalytics,0.8,0.78,0.85
2005,OMV Group,Sustainalytics,0.84,0.8,0.71
2006,OMV Group,Sustainalytics,0.75,0.84,0.72
2007,OMV Group,Sustainalytics,0.73,0.78,0.8
2008,OMV Group,Sustainalytics,0.84,0.9,0.81
2009,OMV Group,Sustainalytics,0.8,0.9,0.76
2010,OMV Group,Sustainalytics,0.75,0.87,0.76
2011,OMV Group,Sustainalytics,0.82,0.78,0.76
2012,OMV Group,Sustainalytics,0.89,0.72,0.73
2013,OMV Group,Sustainalytics,0.76,0.7,0.86
2014,OMV Group,Sustainalytics,0.86,0.71,0.85
2015,OMV Group,Sustainalytics,0.7,0.7,0.73
2016,OMV Group,Sustainalytics,0.74,0.8,0.89
2017,OMV Group,Sustainalytics,0.77,0.85,0.83
2018,OMV Group,Sustainalytics,0.72,0.9,0.77
2019,OMV Group,Sustainalytics,0.9,0.78,0.85
2020,OMV Group,Sustainalytics,0.87,0.88,0.81
2000,OMV Group,Bloomberg,0.62,0.73,0.66
2001,OMV Group,Bloomberg,0.73,0.58,0.61
2002,OMV Group,Bloomberg,0.67,0.74,0.67
2003,OMV Group,Bloomberg,0.73,0.6,0.56
2004,OMV Group,Bloomberg,0.67,0.61,0.59
2005,OMV Group,Bloomberg,0.66,0.63,0.73
2006,OMV Group,Bloomberg,0.6,0.67,0.67
2007,OMV Group,Bloomberg,0.67,0.75,0.63
2008,OMV Group,Bloomberg,0.65,0.72,0.57
2009,OMV Group,Bloomberg,0.58,0.57,0.56
2010,OMV Group,Bloomberg,0.6,0.68,0.62
2011,OMV Group,Bloomberg,0.72,0.64,0.68
2012,OMV Group,Bloomberg,0.75,0.7,0.62
2013,OMV Group,Bloomberg,0.75,0.57,0.75
2014,OMV Group,Bloomberg,0.68,0.64,0.7
2015,OMV Group,Bloomberg,0.69,0.7,0.59
2016,OMV Group,Bloomberg,0.71,0.74,0.69
2017,OMV Group,Bloomberg,0.57,0.69,0.74
2018,OMV Group,Bloomberg,0.62,0.59,0.69
2019,OMV Group,Bloomberg,0.56,0.56,0.6
2020,OMV Group,Bloomberg,0.64,0.66,0.75
2000,OMV Group,ISS ESG,0.6,0.74,0.69
2001,OMV Group,ISS ESG,0.72,0.61,0.72
2002,OMV Group,ISS ESG,0.69,0.6,0.57
2003,OMV Group,ISS ESG,0.64,0.59,0.73
2004,OMV Group,ISS ESG,0.6,0.58,0.75
2005,OMV Group,ISS ESG,0.56,0.7,0.75
2006,OMV Group,ISS ESG,0.66,0.73,0.62
2007,OMV Group,ISS ESG,0.72,0.61,0.72
2008,OMV Group,ISS ESG,0.59,0.76,0.66
2009,OMV Group,ISS ESG,0.56,0.63,0.72
2010,OMV Group,ISS ESG,0.67,0.74,0.6
2011,OMV Group,ISS ESG,0.65,0.75,0.56
2012,OMV Group,ISS ESG,0.66,0.73,0.57
2013,OMV Group,ISS ESG,0.75,0.63,0.58
2014,OMV Group,ISS ESG,0.56,0.69,0.57
2015,OMV Group,ISS ESG,0.76,0.63,0.72
2016,OMV Group,ISS ESG,0.71,0.63,0.62
2017,OMV Group,ISS ESG,0.74,0.76,0.67
2018,OMV Group,ISS ESG,0.61,0.74,0.7
2019,OMV Group,ISS ESG,0.58,0.73,0.71
2020,OMV Group,ISS ESG,0.75,0.66,0.69
2000,OMV Group,V.E,0.91,0.83,0.84
2001,OMV Group,V.E,0.72,0.91,0.74
2002,OMV Group,V.E,0.73,0.84,0.74
2003,OMV Group,V.E,0.81,0.76,0.79
2004,OMV Group,V.E,0.82,0.87,0.77
2005,OMV Group,V.E,0.89,0.73,0.73
2006,OMV Group,V.E,0.83,0.76,0.82
2007,OMV Group,V.E,0.74,0.87,0.9
2008,OMV Group,V.E,0.79,0.8,0.84
2009,OMV Group,V.E,0.84,0.73,0.73
2010,OMV Group,V.E,0.75,0.79,0.78
2011,OMV Group,V.E,0.76,0.82,0.82
2012,OMV Group,V.E,0.85,0.73,0.89
2013,OMV Group,V.E,0.87,0.86,0.82
2014,OMV Group,V.E,0.86,0.74,0.84
2015,OMV Group,V.E,0.8,0.74,0.75
2016,OMV Group,V.E,0.77,0.88,0.83
2017,OMV Group,V.E,0.9,0.77,0.82
2018,OMV Group,V.E,0.9,0.77,0.82
2019,OMV Group,V.E,0.74,0.77,0.73
2020,OMV Group,V.E,0.91,0.78,0.77
2000,OMV Group,Refinitiv,0.72,0.73,0.65
2001,OMV Group,Refinitiv,0.73,0.75,0.78
2002,OMV Group,Refinitiv,0.81,0.8,0.83
2003,OMV Group,Refinitiv,0.81,0.81,0.68
2004,OMV Group,Refinitiv,0.66,0.77,0.75
2005,OMV Group,Refinitiv,0.69,0.72,0.84
2006,OMV Group,Refinitiv,0.71,0.8,0.68
2007,OMV Group,Refinitiv,0.72,0.76,0.73
2008,OMV Group,Refinitiv,0.71,0.8,0.69
2009,OMV Group,Refinitiv,0.69,0.84,0.74
2010,OMV Group,Refinitiv,0.67,0.69,0.81
2011,OMV Group,Refinitiv,0.74,0.68,0.72
2012,OMV Group,Refinitiv,0.71,0.71,0.65
2013,OMV Group,Refinitiv,0.82,0.8,0.71
2014,OMV Group,Refinitiv,0.84,0.66,0.8
2015,OMV Group,Refinitiv,0.83,0.73,0.71
2016,OMV Group,Refinitiv,0.66,0.76,0.81
2017,OMV Group,Refinitiv,0.69,0.67,0.73
2018,OMV Group,Refinitiv,0.67,0.75,0.84
2019,OMV Group,Refinitiv,0.8,0.72,0.7
2020,OMV Group,Refinitiv,0.81,0.83,0.84
2000,OMV Group,CDP,0.83,0.68,0.8
2001,OMV Group,CDP,0.81,0.8,0.79
2002,OMV Group,CDP,0.87,0.87,0.71
2003,OMV Group,CDP,0.85,0.82,0.76
2004,OMV Group,CDP,0.71,0.88,0.86
2005,OMV Group,CDP,0.84,0.7,0.77
2006,OMV Group,CDP,0.82,0.83,0.82
2007,OMV Group,CDP,0.71,0.78,0.69
2008,OMV Group,CDP,0.78,0.88,0.83
2009,OMV Group,CDP,0.71,0.73,0.7
2010,OMV Group,CDP,0.85,0.7,0.84
2011,OMV Group,CDP,0.86,0.71,0.69
2012,OMV Group,CDP,0.73,0.73,0.78
2013,OMV Group,CDP,0.72,0.76,0.69
2014,OMV Group,CDP,0.75,0.73,0.87
2015,OMV Group,CDP,0.77,0.83,0.88
2016,OMV Group,CDP,0.84,0.75,0.79
2017,OMV Group,CDP,0.73,0.73,0.83
2018,OMV Group,CDP,0.79,0.71,0.86
2019,OMV Group,CDP,0.77,0.73,0.7
2020,OMV Group,CDP,0.71,0.85,0.69
2000,OMV Group,Arabesque,0.77,0.66,0.63
2001,OMV Group,Arabesque,0.81,0.7,0.79
2002,OMV Group,Arabesque,0.71,0.8,0.7
2003,OMV Group,Arabesque,0.77,0.64,0.68
2004,OMV Group,Arabesque,0.73,0.74,0.61
2005,OMV Group,Arabesque,0.68,0.81,0.62
2006,OMV Group,Arabesque,0.62,0.74,0.72
2007,OMV Group,Arabesque,0.69,0.69,0.62
2008,OMV Group,Arabesque,0.63,0.81,0.71
2009,OMV Group,Arabesque,0.77,0.78,0.66
2010,OMV Group,Arabesque,0.67,0.64,0.81
2011,OMV Group,Arabesque,0.64,0.72,0.8
2012,OMV Group,Arabesque,0.81,0.76,0.64
2013,OMV Group,Arabesque,0.71,0.62,0.63
2014,OMV Group,Arabesque,0.65,0.73,0.64
2015,OMV Group,Arabesque,0.8,0.72,0.68
2016,OMV Group,Arabesque,0.78,0.69,0.74
2017,OMV Group,Arabesque,0.72,0.61,0.69
2018,OMV Group,Arabesque,0.7,0.66,0.66
2019,OMV Group,Arabesque,0.68,0.61,0.81
2020,OMV Group,Arabesque,0.75,0.61,0.71
2000,Air Liquide,Provider,0.18,0.24,0.19
2001,Air Liquide,Provider,0.14,0.19,0.15
2002,Air Liquide,Provider,0.21,0.1,0.21
2003,Air Liquide,Provider,0.21,0.29,0.28
2004,Air Liquide,Provider,0.14,0.27,0.28
2005,Air Liquide,Provider,0.09,0.15,0.25
2006,Air Liquide,Provider,0.12,0.13,0.22
2007,Air Liquide,Provider,0.23,0.2,0.1
2008,Air Liquide,Provider,0.17,0.16,0.12
2009,Air Liquide,Provider,0.21,0.1,0.26
2010,Air Liquide,Provider,0.11,0.12,0.12
2011,Air Liquide,Provider,0.15,0.09,0.26
2012,Air Liquide,Provider,0.11,0.2,0.29
2013,Air Liquide,Provider,0.28,0.13,0.29
2014,Air Liquide,Provider,0.25,0.19,0.14
2015,Air Liquide,Provider,0.11,0.14,0.12
2016,Air Liquide,Provider,0.16,0.13,0.09
2017,Air Liquide,Provider,0.15,0.2,0.27
2018,Air Liquide,Provider,0.12,0.23,0.09
2019,Air Liquide,Provider,0.29,0.12,0.13
2020,Air Liquide,Provider,0.23,0.22,0.1
2000,Air Liquide,MSCI,0.17,0.16,0.12
2001,Air Liquide,MSCI,0.27,0.09,0.16
2002,Air Liquide,MSCI,0.14,0.1,0.09
2003,Air Liquide,MSCI,0.27,0.16,0.23
2004,Air Liquide,MSCI,0.23,0.27,0.21
2005,Air Liquide,MSCI,0.19,0.09,0.18
2006,Air Liquide,MSCI,0.08,0.21,0.1
2007,Air Liquide,MSCI,0.27,0.16,0.21
2008,Air Liquide,MSCI,0.16,0.16,0.15
2009,Air Liquide,MSCI,0.19,0.16,0.08
2010,Air Liquide,MSCI,0.16,0.09,0.26
2011,Air Liquide,MSCI,0.08,0.18,0.23
2012,Air Liquide,MSCI,0.13,0.07,0.08
2013,Air Liquide,MSCI,0.22,0.24,0.12
2014,Air Liquide,MSCI,0.24,0.09,0.24
2015,Air Liquide,MSCI,0.19,0.09,0.11
2016,Air Liquide,MSCI,0.24,0.12,0.22
2017,Air Liquide,MSCI,0.12,0.19,0.19
2018,Air Liquide,MSCI,0.18,0.17,0.26
2019,Air Liquide,MSCI,0.25,0.26,0.14
2020,Air Liquide,MSCI,0.12,0.26,0.17
2000,Air Liquide,Sustainalytics,0.26,0.33,0.41
2001,Air Liquide,Sustainalytics,0.38,0.26,0.28
2002,Air Liquide,Sustainalytics,0.27,0.36,0.37
2003,Air Liquide,Sustainalytics,0.37,0.24,0.34
2004,Air Liquide,Sustainalytics,0.31,0.31,0.29
2005,Air Liquide,Sustainalytics,0.28,0.25,0.28
2006,Air Liquide,Sustainalytics,0.25,0.28,0.35
2007,Air Liquide,Sustainalytics,0.28,0.32,0.24
2008,Air Liquide,Sustainalytics,0.36,0.25,0.33
2009,Air Liquide,Sustainalytics,0.43,0.25,0.41
2010,Air Liquide,Sustainalytics,0.37,0.29,0.39
2011,Air Liquide,Sustainalytics,0.38,0.24,0.4
2012,Air Liquide,Sustainalytics,0.34,0.29,0.24
2013,Air Liquide,Sustainalytics,0.41,0.34,0.27
2014,Air Liquide,Sustainalytics,0.4,0.41,0.36
2015,Air Liquide,Sustainalytics,0.38,0.28,0.41
2016,Air Liquide,Sustainalytics,0.39,0.39,0.35
2017,Air Liquide,Sustainalytics,0.28,0.27,0.25
2018,Air Liquide,Sustainalytics,0.41,0.42,0.34
2019,Air Liquide,Sustainalytics,0.33,0.34,0.41
2020,Air Liquide,Sustainalytics,0.33,0.32,0.37
2000,Air Liquide,Bloomberg,0.08,0.14,0.23
2001,Air Liquide,Bloomberg,0.12,0.21,0.14
2002,Air Liquide,Bloomberg,0.26,0.11,0.26
2003,Air Liquide,Bloomberg,0.21,0.22,0.13
2004,Air Liquide,Bloomberg,0.06,0.07,0.06
2005,Air Liquide,Bloomberg,0.16,0.21,0.06
2006,Air Liquide,Bloomberg,0.25,0.23,0.26
2007,Air Liquide,Bloomberg,0.09,0.26,0.08
2008,Air Liquide,Bloomberg,0.11,0.11,0.14
2009,Air Liquide,Bloomberg,0.11,0.07,0.07
2010,Air Liquide,Bloomberg,0.21,0.25,0.11
2011,Air Liquide,Bloomberg,0.16,0.16,0.11
2012,Air Liquide,Bloomberg,0.11,0.1,0.09
2013,Air Liquide,Bloomberg,0.22,0.26,0.12
2014,Air Liquide,Bloomberg,0.18,0.09,0.21
2015,Air Liquide,Bloomberg,0.14,0.15,0.14
2016,Air Liquide,Bloomberg,0.15,0.08,0.21
2017,Air Liquide,Bloomberg,0.07,0.14,0.22
2018,Air Liquide,Bloomberg,0.06,0.12,0.14
2019,Air Liquide,Bloomberg,0.26,0.13,0.14
2020,Air Liquide,Bloomberg,0.23,0.15,0.13
2000,Air Liquide,ISS ESG,0.22,0.19,0.22
2001,Air Liquide,ISS ESG,0.26,0.18,0.21
2002,Air Liquide,ISS ESG,0.22,0.12,0.13
2003,Air Liquide,ISS ESG,0.2,0.23,0.3
2004,Air Liquide,ISS ESG,0.26,0.18,0.29
2005,Air Liquide,ISS ESG,0.15,0.32,0.21
2006,Air Liquide,ISS ESG,0.19,0.27,0.29
2007,Air Liquide,ISS ESG,0.27,0.27,0.27
2008,Air Liquide,ISS ESG,0.27,0.14,0.16
2009,Air Liquide,ISS ESG,0.18,0.28,0.19
2010,Air Liquide,ISS ESG,0.29,0.12,0.28
2011,Air Liquide,ISS ESG,0.26,0.25,0.15
2012,Air Liquide,ISS ESG,0.29,0.19,0.27
2013,Air Liquide,ISS ESG,0.14,0.13,0.3
2014,Air Liquide,ISS ESG,0.14,0.26,0.3
2015,Air Liquide,ISS ESG,0.12,0.32,0.14
2016,Air Liquide,ISS ESG,0.32,0.12,0.19
2017,Air Liquide,ISS ESG,0.14,0.12,0.27
2018,Air Liquide,ISS ESG,0.21,0.19,0.22
2019,Air Liquide,ISS ESG,0.24,0.12,0.13
2020,Air Liquide,ISS ESG,0.3,0.28,0.31
2000,Air Liquide,V.E,0.11,0.22,0.07
2001,Air Liquide,V.E,0.11,0.18,0.12
2002,Air Liquide,V.E,0.14,0.15,0.15
2003,Air Liquide,V.E,0.24,0.17,0.06
2004,Air Liquide,V.E,0.16,0.12,0.23
2005,Air Liquide,V.E,0.16,0.15,0.07
2006,Air Liquide,V.E,0.07,0.24,0.23
2007,Air Liquide,V.E,0.11,0.16,0.11
2008,Air Liquide,V.E,0.12,0.08,0.11
2009,Air Liquide,V.E,0.06,0.19,0.21
2010,Air Liquide,V.E,0.18,0.12,0.14
2011,Air Liquide,V.E,0.09,0.25,0.11
2012,Air Liquide,V.E,0.09,0.18,0.23
2013,Air Liquide,V.E,0.13,0.07,0.07
2014,Air Liquide,V.E,0.18,0.06,0.21
2015,Air Liquide,V.E,0.18,0.07,0.13
2016,Air Liquide,V.E,0.12,0.1,0.1
2017,Air Liquide,V.E,0.11,0.21,0.11
2018,Air Liquide,V.E,0.07,0.06,0.21
2019,Air Liquide,V.E,0.24,0.21,0.22
2020,Air Liquide,V.E,0.06,0.25,0.15
